"OrgID"||"OrgName"||"FranID"||"FranchiseeName"||"StoreID"||"StoreName"||"StartDate"||"EndDate"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"103685"||"103685 - Almo"||"20141208"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"-90000422"||"Management Site"||"19000101"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104508"||"104508 - Fremont"||"20201102"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104507"||"104507 - Bunker Hill"||"20201102"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104495"||"104495 - Heath"||"20201102"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104493"||"104493 - Hermina"||"20020301"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104505"||"104505 - Bay"||"20200501"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104504"||"104504 - Red Cloud"||"20020301"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104503"||"104503 - Manley"||"20141208"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104500"||"104500 - Stang"||"20030604"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104499"||"104499 - Warrior"||"20201102"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104498"||"104498 - Sherman"||"20201102"||"21001231"
"10103"||"Company 10103"||"2031"||"Mattias Neeves"||"104497"||"104497 - Messerschmidt"||"20141208"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"-90000326"||"Management Site"||"19000101"||"21001231"
"10104"||"Company 10104"||"2630"||"Nicola Rapper"||"-90000235"||"Management Site"||"19000101"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102671"||"102671 - Bobwhite"||"19901101"||"21001231"
"10104"||"Company 10104"||"2630"||"Nicola Rapper"||"102665"||"102665 - Sunbrook"||"20230516"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102658"||"102658 - Shelley"||"20160801"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102619"||"102619 - Buena Vista"||"19901001"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102604"||"102604 - Shelley"||"19890116"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102524"||"102524 - Glendale"||"19990501"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102513"||"102513 - Hazelcrest"||"19990501"||"21001231"
"10104"||"Company 10104"||"2630"||"Nicola Rapper"||"102495"||"102495 - Clarendon"||"20230516"||"21001231"
"10104"||"Company 10104"||"2630"||"Nicola Rapper"||"102445"||"102445 - Village"||"20211201"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102364"||"102364 - Badeau"||"19950928"||"21001231"
"10104"||"Company 10104"||"2258"||"Trista Trodler"||"102415"||"102415 - Fieldstone"||"19990501"||"21001231"
"10104"||"Company 10104"||"2630"||"Nicola Rapper"||"102411"||"102411 - Tennessee"||"20190201"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"101113"||"101113 - Ridgeway"||"20240701"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103325"||"103325 - Meadow Ridge"||"20090409"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103329"||"103329 - Farragut"||"20240701"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103328"||"103328 - Gerald"||"20231004"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103345"||"103345 - Becker"||"20240701"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103342"||"103342 - Iowa"||"20061231"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103341"||"103341 - Portage"||"20231004"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103338"||"103338 - Grayhawk"||"20090409"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103351"||"103351 - Lerdahl"||"20231004"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103354"||"103354 - Memorial"||"20090409"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"103359"||"103359 - Tennessee"||"20090409"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"-90000014"||"Management Site"||"19000101"||"21001231"
"10105"||"Company 10105"||"2511"||"Aristotle Haylands"||"-90000975"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"101060"||"101060 - Meadow Vale"||"20021121"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"100825"||"100825 - Sachtjen"||"20051013"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"100512"||"100512 - Hagan"||"20081009"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"-90000951"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"-90000924"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"-90001180"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"-90001179"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"-90000624"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"-90000432"||"Management Site"||"19000101"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"104962"||"104962 - Center"||"20231003"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104213"||"104213 - Quincy"||"19960624"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104208"||"104208 - Barby"||"20010831"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104203"||"104203 - Sachs"||"20010831"||"21001231"
"10106"||"Company 10106"||"2472"||"Lari Verlinde"||"104310"||"104310 - Golf"||"20230115"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104284"||"104284 - Bellgrove"||"20151001"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104326"||"104326 - Old Shore"||"20151001"||"21001231"
"10106"||"Company 10106"||"2418"||"Bay Bruckental"||"104338"||"104338 - Melby"||"20151001"||"21001231"
"10107"||"Company 10107"||"2228"||"Gianina Ellard"||"104555"||"104555 - Golf View"||"19890210"||"21001231"
"10107"||"Company 10107"||"2228"||"Gianina Ellard"||"104550"||"104550 - Lawn"||"19950518"||"21001231"
"10107"||"Company 10107"||"2432"||"Valentino Crosbie"||"104557"||"104557 - Oxford"||"20070101"||"21001231"
"10107"||"Company 10107"||"2228"||"Gianina Ellard"||"104561"||"104561 - Westport"||"19821123"||"21001231"
"10107"||"Company 10107"||"2228"||"Gianina Ellard"||"-90000336"||"Management Site"||"19000101"||"21001231"
"10107"||"Company 10107"||"2432"||"Valentino Crosbie"||"-90000021"||"Management Site"||"19000101"||"21001231"
"10107"||"Company 10107"||"2228"||"Gianina Ellard"||"101675"||"101675 - Scofield"||"19960301"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"100408"||"100408 - Pennsylvania"||"20190226"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"102383"||"102383 - Mayfield"||"20080201"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"102525"||"102525 - Nancy"||"20080201"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"102641"||"102641 - Schlimgen"||"20170301"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"-90000037"||"Management Site"||"19000101"||"21001231"
"10108"||"Company 10108"||"2211"||"Bliss Milliken"||"104946"||"104946 - Dexter"||"20220414"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"100674"||"100674 - Graceland"||"20221231"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"101037"||"101037 - Arkansas"||"20221231"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"-90000098"||"Management Site"||"19000101"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"102688"||"102688 - Doe Crossing"||"20100201"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"102504"||"102504 - Forest Dale"||"20221231"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"102535"||"102535 - Longview"||"20221231"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"102638"||"102638 - Dorton"||"20130801"||"21001231"
"10109"||"Company 10109"||"2572"||"Gerrilee MacArd"||"102464"||"102464 - Farragut"||"20221231"||"21001231"
"10110"||"Company 10110"||"2597"||"Terri Gersam"||"102521"||"102521 - Buhler"||"20070601"||"21001231"
"10110"||"Company 10110"||"2597"||"Terri Gersam"||"-90000544"||"Management Site"||"19000101"||"21001231"
"10111"||"Company 10111"||"2184"||"Verge Samper"||"-90000341"||"Management Site"||"19000101"||"21001231"
"10111"||"Company 10111"||"2184"||"Verge Samper"||"101893"||"101893 - Green Ridge"||"19951001"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"100922"||"100922 - Nancy"||"20200708"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"100305"||"100305 - Mcguire"||"20200708"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"100082"||"100082 - Charing Cross"||"20200708"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"-90000232"||"Management Site"||"19000101"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103894"||"103894 - Jenna"||"20231101"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103864"||"103864 - Debs"||"20200708"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103863"||"103863 - Burrows"||"20200708"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103878"||"103878 - Pankratz"||"20231101"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103866"||"103866 - Autumn Leaf"||"20231101"||"21001231"
"10112"||"Company 10112"||"2483"||"Blinni Muddle"||"103846"||"103846 - Kennedy"||"20200708"||"21001231"
"10113"||"Company 10113"||"2622"||"Der Nelius"||"100744"||"100744 - Walton"||"20231101"||"21001231"
"10113"||"Company 10113"||"2578"||"Tadeo Maving"||"-90000437"||"Management Site"||"19000101"||"21001231"
"10113"||"Company 10113"||"2578"||"Tadeo Maving"||"103206"||"103206 - Lotheville"||"20000901"||"21001231"
"10113"||"Company 10113"||"2578"||"Tadeo Maving"||"103182"||"103182 - Ilene"||"20160216"||"21001231"
"10113"||"Company 10113"||"2578"||"Tadeo Maving"||"103155"||"103155 - Holmberg"||"20160216"||"21001231"
"10113"||"Company 10113"||"2578"||"Tadeo Maving"||"103252"||"103252 - Moulton"||"20160216"||"21001231"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"100979"||"100979 - Butternut"||"20180828"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"100510"||"100510 - Vera"||"20091028"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"101032"||"101032 - Randy"||"20150727"||"20240630"
"10114"||"Company 10114"||"2324"||"Washington Ambler"||"101032"||"101032 - Randy"||"20240701"||"21001231"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"101119"||"101119 - Rockefeller"||"20181015"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"101093"||"101093 - Mcguire"||"20021129"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"101369"||"101369 - Bluejay"||"20000320"||"20240731"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"101369"||"101369 - Bluejay"||"20240801"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"101390"||"101390 - Corben"||"20180105"||"20240630"
"10114"||"Company 10114"||"2324"||"Washington Ambler"||"101390"||"101390 - Corben"||"20240701"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"100343"||"100343 - Ridgeview"||"20111031"||"20240731"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"100343"||"100343 - Ridgeview"||"20240801"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"-90000339"||"Management Site"||"19000101"||"21001231"
"10114"||"Company 10114"||"2324"||"Washington Ambler"||"-90000237"||"Management Site"||"19000101"||"21001231"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"-90000177"||"Management Site"||"19000101"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104739"||"104739 - Loomis"||"20180105"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104587"||"104587 - Bonner"||"19970401"||"21001231"
"10114"||"Company 10114"||"2324"||"Washington Ambler"||"104663"||"104663 - East"||"20211231"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104651"||"104651 - Sachs"||"20180105"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104677"||"104677 - Duke"||"20180105"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104625"||"104625 - Sunnyside"||"20080601"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104624"||"104624 - Crescent Oaks"||"19970401"||"20240731"
"10114"||"Company 10114"||"2305"||"Giselle Whelan"||"104624"||"104624 - Crescent Oaks"||"20240801"||"21001231"
"10114"||"Company 10114"||"2182"||"Lannie Volks"||"104614"||"104614 - Alpine"||"20180105"||"20240630"
"10114"||"Company 10114"||"2324"||"Washington Ambler"||"104614"||"104614 - Alpine"||"20240701"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"100543"||"100543 - Fair Oaks"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"100643"||"100643 - Forest Run"||"20110516"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"-90000119"||"Management Site"||"19000101"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102689"||"102689 - Saint Paul"||"20190901"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102705"||"102705 - Forest"||"20190901"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102746"||"102746 - Sunbrook"||"20151015"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102506"||"102506 - Sachs"||"20170801"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102509"||"102509 - Forest Dale"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102545"||"102545 - Daystar"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102561"||"102561 - Independence"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102558"||"102558 - Lillian"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102623"||"102623 - Aberg"||"20160830"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102465"||"102465 - Oakridge"||"20221216"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102432"||"102432 - Little Fleur"||"20160830"||"21001231"
"10115"||"Company 10115"||"2205"||"Mariel Balden"||"102389"||"102389 - Glendale"||"20221216"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"101080"||"101080 - Erie"||"20060201"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"100421"||"100421 - Hintze"||"20181231"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"100181"||"100181 - Laurel"||"20230725"||"21001231"
"10116"||"Company 10116"||"2346"||"Willetta Cristofano"||"-90000161"||"Management Site"||"19000101"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"-90000435"||"Management Site"||"19000101"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"104046"||"104046 - Glendale"||"19951222"||"20240815"
"10116"||"Company 10116"||"2420"||"Fidelia Vicent"||"104046"||"104046 - Glendale"||"20240816"||"21001231"
"10116"||"Company 10116"||"2346"||"Willetta Cristofano"||"104169"||"104169 - Morning"||"20211201"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"104160"||"104160 - Marquette"||"20090901"||"21001231"
"10116"||"Company 10116"||"2520"||"Casey Sollis"||"104156"||"104156 - Luster"||"19971229"||"21001231"
"10117"||"Company 10117"||"2332"||"Bethany Bauser"||"-90000538"||"Management Site"||"19000101"||"21001231"
"10117"||"Company 10117"||"2332"||"Bethany Bauser"||"102431"||"102431 - Daystar"||"20090416"||"21001231"
"10117"||"Company 10117"||"2332"||"Bethany Bauser"||"102527"||"102527 - Jackson"||"20111015"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"100755"||"100755 - Packers"||"20081113"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"100754"||"100754 - Maywood"||"20110901"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"102454"||"102454 - Rockefeller"||"20000101"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"101742"||"101742 - Clove"||"19930508"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"101772"||"101772 - Green"||"19960201"||"21001231"
"10118"||"Company 10118"||"2320"||"Eryn Tathacott"||"-90000292"||"Management Site"||"19000101"||"21001231"
"10119"||"Company 10119"||"2455"||"Ferd Fairweather"||"100906"||"100906 - Morning"||"20160815"||"21001231"
"10119"||"Company 10119"||"2455"||"Ferd Fairweather"||"101070"||"101070 - Becker"||"20140515"||"21001231"
"10119"||"Company 10119"||"2455"||"Ferd Fairweather"||"100304"||"100304 - Shopko"||"20200216"||"21001231"
"10119"||"Company 10119"||"2455"||"Ferd Fairweather"||"-90000179"||"Management Site"||"19000101"||"21001231"
"10119"||"Company 10119"||"2455"||"Ferd Fairweather"||"104248"||"104248 - Trailsway"||"20140515"||"21001231"
"10120"||"Company 10120"||"2499"||"Charmion Cambell"||"101523"||"101523 - Nobel"||"20230601"||"21001231"
"10120"||"Company 10120"||"2499"||"Charmion Cambell"||"-90000628"||"Management Site"||"19000101"||"21001231"
"10120"||"Company 10120"||"2499"||"Charmion Cambell"||"101595"||"101595 - Maple Wood"||"20230601"||"21001231"
"10120"||"Company 10120"||"2499"||"Charmion Cambell"||"101580"||"101580 - Florence"||"20230601"||"21001231"
"10120"||"Company 10120"||"2499"||"Charmion Cambell"||"102128"||"102128 - Trailsway"||"20230601"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"100967"||"100967 - Golden Leaf"||"20160718"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"100832"||"100832 - Nevada"||"20160718"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"100850"||"100850 - Union"||"20050114"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102144"||"102144 - Farmco"||"20160401"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102757"||"102757 - Vahlen"||"20170514"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102768"||"102768 - Vernon"||"20040901"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102732"||"102732 - Laurel"||"20100401"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102736"||"102736 - Stone Corner"||"20230801"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102715"||"102715 - Dottie"||"20170514"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102707"||"102707 - Saint Paul"||"20170514"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102699"||"102699 - Milwaukee"||"20170514"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102686"||"102686 - Oak"||"20230601"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102685"||"102685 - Walton"||"20100401"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102682"||"102682 - Anderson"||"20040901"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102639"||"102639 - Wayridge"||"20040901"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102653"||"102653 - Veith"||"20100401"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"102659"||"102659 - Forest"||"20100401"||"21001231"
"10121"||"Company 10121"||"2376"||"Alfie Byrne"||"-90000353"||"Management Site"||"19000101"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"101426"||"101426 - Linden"||"19981118"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"100194"||"100194 - Lake View"||"20200401"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"-90000375"||"Management Site"||"19000101"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"103376"||"103376 - Shelley"||"19971211"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"103428"||"103428 - Elka"||"19931117"||"21001231"
"10122"||"Company 10122"||"2266"||"Amberly Mingus"||"103545"||"103545 - Coleman"||"19920103"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"101314"||"101314 - Sloan"||"20001030"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"100731"||"100731 - Golf"||"20111107"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103542"||"103542 - Cordelia"||"20171025"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103541"||"103541 - Summer Ridge"||"20180701"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103525"||"103525 - Marcy"||"19940401"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103515"||"103515 - Lake View"||"20170601"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103511"||"103511 - Dakota"||"20191101"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103413"||"103413 - Laurel"||"20170601"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103371"||"103371 - Lukken"||"20170601"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103377"||"103377 - Melrose"||"19980901"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103384"||"103384 - School"||"20170601"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103394"||"103394 - Donald"||"20200816"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103484"||"103484 - Tomscot"||"19970122"||"21001231"
"10123"||"Company 10123"||"2531"||"Bibbye Boutflour"||"103491"||"103491 - Lawn"||"20230201"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103489"||"103489 - Fisk"||"20081229"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"103509"||"103509 - Onsgard"||"19990519"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"-90000340"||"Management Site"||"19000101"||"21001231"
"10123"||"Company 10123"||"2531"||"Bibbye Boutflour"||"-90000625"||"Management Site"||"19000101"||"21001231"
"10123"||"Company 10123"||"2041"||"Cale Opdenorth"||"-90001174"||"Management Site"||"19000101"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"100904"||"100904 - Clemons"||"20040115"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"100710"||"100710 - Shasta"||"20221101"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101521"||"101521 - Brickson Park"||"20211116"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101512"||"101512 - Colorado"||"20140601"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101530"||"101530 - Sage"||"20211116"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101538"||"101538 - Union"||"20211116"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101560"||"101560 - Ridge Oak"||"20211116"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101557"||"101557 - Ohio"||"19880701"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101550"||"101550 - Longview"||"20160701"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101545"||"101545 - Lindbergh"||"20211116"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101541"||"101541 - Roth"||"19881227"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"100414"||"100414 - Summer Ridge"||"20190201"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"100431"||"100431 - Cascade"||"20190702"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"-90001027"||"Management Site"||"19000101"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"-90000498"||"Management Site"||"19000101"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"102187"||"102187 - Stoughton"||"20211116"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"102164"||"102164 - Gina"||"20211116"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"102190"||"102190 - Becker"||"20211116"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"102115"||"102115 - Lighthouse Bay"||"20200106"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"102118"||"102118 - Schlimgen"||"20221101"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101585"||"101585 - Crownhardt"||"20221101"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101584"||"101584 - Fair Oaks"||"19960101"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101604"||"101604 - Tennessee"||"20211116"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101593"||"101593 - Jana"||"19960101"||"21001231"
"10124"||"Company 10124"||"2030"||"Karna Royds"||"101608"||"101608 - Glendale"||"20211116"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101630"||"101630 - Bunting"||"19860821"||"21001231"
"10124"||"Company 10124"||"2364"||"Douglass Baake"||"101638"||"101638 - Bonner"||"20200106"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101913"||"101913 - Gina"||"20141201"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101864"||"101864 - Shelley"||"20221101"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101860"||"101860 - Emmet"||"20180108"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101876"||"101876 - Cardinal"||"20180916"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"102010"||"102010 - Acker"||"20221101"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101989"||"101989 - Lighthouse Bay"||"20221101"||"21001231"
"10125"||"Company 10125"||"2507"||"Vanni Piscopo"||"101969"||"101969 - Badeau"||"20120601"||"21001231"
